location_name,total_registered_voters,percent,total_votes_count,date,location_id
Abra,156968,0.56,137338,2016-05-09 17:15:06,21
Abra,156968,0.56,137338,2016-05-09 18:45:47,21
Abra,156968,2.78,137338,2016-05-09 18:46:30,21
Abra,156968,3.61,137338,2016-05-09 18:47:11,21
Abra,156968,5.56,137338,2016-05-09 18:47:38,21
Abra,156968,11.94,137338,2016-05-09 18:48:07,21
Abra,156968,13.61,137338,2016-05-09 18:48:28,21
Abra,156968,13.89,137338,2016-05-09 18:48:54,21
Abra,156968,13.89,137338,2016-05-09 18:49:15,21
Abra,156968,16.11,137338,2016-05-09 18:49:41,21
Abra,156968,26.94,137338,2016-05-09 18:50:18,21
Abra,156968,33.33,137338,2016-05-09 18:55:40,21
Abra,156968,36.11,137338,2016-05-09 19:06:04,21
Abra,156968,41.67,137338,2016-05-09 19:16:14,21
Abra,156968,45.56,137338,2016-05-09 19:38:16,21
Abra,156968,48.06,137338,2016-05-09 19:46:26,21
Abra,156968,50.00,137338,2016-05-09 19:48:51,21
Abra,156968,51.67,137338,2016-05-09 19:56:38,21
Abra,156968,54.17,137338,2016-05-09 20:08:56,21
Abra,156968,57.22,137338,2016-05-09 20:17:13,21
Abra,156968,58.33,137338,2016-05-09 20:27:07,21
Abra,156968,58.89,137338,2016-05-09 20:40:45,21
Abra,156968,59.17,137338,2016-05-09 20:47:44,21
Abra,156968,59.44,137338,2016-05-09 20:59:07,21
Abra,156968,59.72,137338,2016-05-09 21:07:39,21
Abra,156968,60.28,137338,2016-05-09 21:17:50,21
Abra,156968,60.56,137338,2016-05-09 21:27:52,21
Abra,156968,61.67,137338,2016-05-09 21:37:55,21
Abra,156968,62.22,137338,2016-05-09 21:48:38,21
Abra,156968,62.22,137338,2016-05-09 21:58:53,21
Abra,156968,62.78,137338,2016-05-09 22:08:50,21
Abra,156968,63.89,137338,2016-05-09 22:20:40,21
Abra,156968,65.28,137338,2016-05-09 22:28:46,21
Abra,156968,65.83,137338,2016-05-09 22:38:04,21
Abra,156968,67.22,137338,2016-05-09 22:48:30,21
Abra,156968,69.44,137338,2016-05-09 23:09:12,21
Abra,156968,69.44,137338,2016-05-09 23:30:29,21
Abra,156968,69.72,137338,2016-05-09 23:31:54,21
Abra,156968,69.72,137338,2016-05-09 23:48:02,21
Abra,156968,69.72,137338,2016-05-10 00:12:35,21
Abra,156968,69.72,137338,2016-05-10 00:29:16,21
Abra,156968,70.00,137338,2016-05-10 00:49:34,21
Abra,156968,70.28,137338,2016-05-10 01:08:56,21
Abra,156968,70.28,137338,2016-05-10 01:28:58,21
Abra,156968,70.56,137338,2016-05-10 01:48:25,21
Abra,156968,71.11,137338,2016-05-10 02:08:55,21
Abra,156968,71.11,137338,2016-05-10 02:28:26,21
Abra,156968,71.11,137338,2016-05-10 02:48:22,21
Abra,156968,71.11,137338,2016-05-10 03:08:18,21
Abra,156968,71.11,137338,2016-05-10 03:29:34,21
Abra,156968,71.94,137338,2016-05-10 03:48:15,21
Abra,156968,71.94,137338,2016-05-10 04:09:01,21
Abra,156968,71.94,137338,2016-05-10 04:28:38,21
Abra,156968,71.94,137338,2016-05-10 04:48:45,21
Abra,156968,71.94,137338,2016-05-10 05:08:52,21
Abra,156968,71.94,137338,2016-05-10 05:39:52,21
Abra,156968,71.94,137338,2016-05-10 06:08:16,21
Abra,156968,71.94,137338,2016-05-10 06:40:30,21
Abra,156968,71.94,137338,2016-05-10 07:08:38,21
Abra,156968,71.94,137338,2016-05-10 07:38:11,21
Abra,156968,73.33,137338,2016-05-10 08:17:46,21
Abra,156968,73.89,137338,2016-05-10 08:39:14,21
Abra,156968,78.61,137338,2016-05-10 09:08:37,21
Abra,156968,78.61,137338,2016-05-10 09:38:09,21
Abra,156968,78.61,137338,2016-05-10 10:08:39,21
Abra,156968,80.28,137338,2016-05-10 10:39:15,21
Abra,156968,80.83,137338,2016-05-10 11:08:48,21
Abra,156968,80.83,137338,2016-05-10 11:40:55,21
Abra,156968,81.11,137338,2016-05-10 12:09:02,21
Abra,156968,81.67,137338,2016-05-10 12:41:15,21
Abra,156968,81.94,137338,2016-05-10 13:08:52,21
Abra,156968,82.22,137338,2016-05-10 13:38:35,21
Abra,156968,84.17,137338,2016-05-10 14:08:42,21
Abra,156968,84.72,137338,2016-05-10 14:38:54,21
Abra,156968,84.72,137338,2016-05-10 15:10:30,21
Abra,156968,88.06,137338,2016-05-10 15:39:57,21
Abra,156968,88.33,137338,2016-05-10 16:11:34,21
Abra,156968,88.89,137338,2016-05-10 16:40:10,21
Abra,156968,89.17,137338,2016-05-10 17:32:55,21
Abra,156968,89.72,137338,2016-05-10 17:51:46,21
Abra,156968,90.83,137338,2016-05-10 18:55:36,21
Abra,156968,91.39,137338,2016-05-10 19:55:10,21
Abra,156968,91.67,137338,2016-05-10 20:57:19,21
Abra,156968,91.94,137338,2016-05-10 21:56:53,21
Abra,156968,92.22,137338,2016-05-10 22:55:49,21
Abra,156968,93.06,137338,2016-05-10 23:55:58,21
Abra,156968,94.72,137338,2016-05-11 01:13:50,21
Abra,156968,94.72,137338,2016-05-11 01:58:47,21
Abra,156968,95.56,137338,2016-05-11 02:56:56,21
Abra,156968,96.39,137338,2016-05-11 03:55:31,21
Abra,156968,96.94,137338,2016-05-11 04:55:25,21
Abra,156968,96.94,137338,2016-05-11 05:54:43,21
Abra,156968,96.94,137338,2016-05-11 06:54:47,21
Abra,156968,96.94,137338,2016-05-11 07:54:32,21
Abra,156968,96.94,137338,2016-05-11 08:56:00,21
Abra,156968,96.94,137338,2016-05-11 09:58:14,21
Abra,156968,97.22,137338,2016-05-11 10:57:28,21
Abra,156968,97.22,137338,2016-05-11 11:57:02,21
Abra,156968,97.22,137338,2016-05-11 12:57:31,21
Abra,156968,97.22,137338,2016-05-11 14:00:41,21
Abra,156968,97.22,137338,2016-05-11 14:55:20,21
Abra,156968,97.22,137338,2016-05-11 15:58:40,21
Abra,156968,97.22,137338,2016-05-11 16:55:15,21
Abra,156968,97.22,137338,2016-05-11 17:56:34,21
Abra,156968,97.22,137338,2016-05-11 18:55:54,21
Abra,156968,97.22,137338,2016-05-11 20:00:25,21
Abra,156968,97.22,137338,2016-05-11 20:56:14,21
Abra,156968,97.22,137338,2016-05-11 21:57:43,21
Abra,156968,97.22,137338,2016-05-11 22:55:37,21
Abra,156968,97.22,137338,2016-05-11 23:55:36,21
Abra,156968,97.22,137338,2016-05-12 00:56:01,21
Abra,156968,97.22,137338,2016-05-12 01:58:21,21
Abra,156968,97.22,137338,2016-05-12 02:56:36,21
Abra,156968,97.22,137338,2016-05-12 03:55:05,21
Abra,156968,97.22,137338,2016-05-12 05:00:30,21
Abra,156968,97.22,137338,2016-05-12 05:55:04,21
Abra,156968,97.22,137338,2016-05-12 06:55:53,21
Abra,156968,97.22,137338,2016-05-12 07:57:09,21
Abra,156968,97.22,137338,2016-05-12 08:54:44,21
Abra,156968,97.22,137338,2016-05-12 09:56:38,21
Abra,156968,97.22,137338,2016-05-12 10:56:22,21
Abra,156968,97.22,137338,2016-05-12 11:59:12,21
Abra,156968,97.22,137338,2016-05-12 13:03:36,21
Abra,156968,97.22,137338,2016-05-12 13:58:36,21
Abra,156968,97.22,137338,2016-05-12 14:55:25,21
Abra,156968,97.22,137338,2016-05-12 15:58:14,21
Abra,156968,97.22,137338,2016-05-12 16:56:28,21
Abra,156968,97.22,137338,2016-05-12 17:55:22,21
Abra,156968,97.22,137338,2016-05-12 18:56:07,21
Abra,156968,97.22,137338,2016-05-12 20:02:47,21
Abra,156968,97.22,137338,2016-05-12 21:34:29,21
Abra,156968,97.22,137338,2016-05-12 21:55:20,21
Abra,156968,97.22,137338,2016-05-12 22:58:31,21
Abra,156968,97.22,137338,2016-05-12 23:55:51,21
Abra,156968,97.22,137338,2016-05-13 00:55:36,21
Abra,156968,97.22,137338,2016-05-13 01:56:01,21
Abra,156968,97.22,137338,2016-05-13 02:54:40,21
Abra,156968,97.22,137338,2016-05-13 03:55:15,21
Abra,156968,97.22,137338,2016-05-13 04:55:06,21
Abra,156968,97.22,137338,2016-05-13 05:55:20,21
Abra,156968,97.22,137338,2016-05-13 06:55:46,21
Abra,156968,97.22,137338,2016-05-13 07:55:31,21
Abra,156968,97.22,137338,2016-05-13 08:55:56,21
Abra,156968,97.22,137338,2016-05-13 09:56:26,21
Abra,156968,97.22,137338,2016-05-13 10:54:20,21
Abra,156968,97.22,137338,2016-05-13 11:55:14,21
Abra,156968,97.22,137338,2016-05-13 12:55:04,21
Abra,156968,97.22,137338,2016-05-13 13:55:39,21
Abra,156968,97.22,137338,2016-05-13 14:56:33,21
Abra,156968,97.22,137338,2016-05-13 15:54:17,21
Abra,156968,97.22,137338,2016-05-13 16:55:44,21
Abra,156968,97.22,137338,2016-05-13 17:57:22,21
Abra,156968,97.22,137338,2016-05-13 18:57:21,21
Abra,156968,97.22,137338,2016-05-13 19:57:14,21
Abra,156968,97.22,137338,2016-05-13 20:55:27,21
Abra,156968,97.22,137338,2016-05-13 21:55:11,21
Abra,156968,97.22,137338,2016-05-13 22:56:24,21
Abra,156968,97.22,137338,2016-05-13 23:55:38,21
Abra,156968,97.22,137338,2016-05-14 00:56:01,21
Abra,156968,97.22,137338,2016-05-14 01:55:56,21
Abra,156968,97.22,137338,2016-05-14 05:38:21,21
Abra,156968,97.22,137338,2016-05-14 05:54:39,21
Abra,156968,97.22,137338,2016-05-14 06:55:06,21
Abra,156968,97.22,137338,2016-05-14 07:55:27,21
Abra,156968,97.22,137338,2016-05-14 08:55:28,21
Abra,156968,97.22,137338,2016-05-14 09:55:18,21
Abra,156968,97.22,137338,2016-05-14 10:54:24,21
Abra,156968,97.22,137338,2016-05-14 11:55:20,21
Apayao,64867,0,52099,2016-05-09 17:15:06,22
Apayao,64867,0,52099,2016-05-09 18:45:47,22
Apayao,64867,0,52099,2016-05-09 18:46:30,22
Apayao,64867,0,52099,2016-05-09 18:47:11,22
Apayao,64867,2.60,52099,2016-05-09 18:47:38,22
Apayao,64867,7.14,52099,2016-05-09 18:48:07,22
Apayao,64867,7.14,52099,2016-05-09 18:48:28,22
Apayao,64867,7.14,52099,2016-05-09 18:48:54,22
Apayao,64867,7.14,52099,2016-05-09 18:49:15,22
Apayao,64867,8.44,52099,2016-05-09 18:49:41,22
Apayao,64867,24.03,52099,2016-05-09 18:50:18,22
Apayao,64867,27.92,52099,2016-05-09 18:55:40,22
Apayao,64867,31.82,52099,2016-05-09 19:06:04,22
Apayao,64867,35.06,52099,2016-05-09 19:16:14,22
Apayao,64867,37.66,52099,2016-05-09 19:38:16,22
Apayao,64867,40.91,52099,2016-05-09 19:46:26,22
Apayao,64867,44.16,52099,2016-05-09 19:48:51,22
Apayao,64867,49.35,52099,2016-05-09 19:56:38,22
Apayao,64867,54.55,52099,2016-05-09 20:08:56,22
Apayao,64867,55.84,52099,2016-05-09 20:17:13,22
Apayao,64867,59.74,52099,2016-05-09 20:27:07,22
Apayao,64867,61.04,52099,2016-05-09 20:40:45,22
Apayao,64867,62.99,52099,2016-05-09 20:47:44,22
Apayao,64867,64.29,52099,2016-05-09 20:59:07,22
Apayao,64867,64.29,52099,2016-05-09 21:07:39,22
Apayao,64867,64.94,52099,2016-05-09 21:17:50,22
Apayao,64867,65.58,52099,2016-05-09 21:27:52,22
Apayao,64867,66.88,52099,2016-05-09 21:37:55,22
Apayao,64867,67.53,52099,2016-05-09 21:48:38,22
Apayao,64867,68.18,52099,2016-05-09 21:58:53,22
Apayao,64867,69.48,52099,2016-05-09 22:08:50,22
Apayao,64867,69.48,52099,2016-05-09 22:20:40,22
Apayao,64867,72.73,52099,2016-05-09 22:28:46,22
Apayao,64867,74.68,52099,2016-05-09 22:38:04,22
Apayao,64867,75.32,52099,2016-05-09 22:48:30,22
Apayao,64867,75.97,52099,2016-05-09 23:09:12,22
Apayao,64867,75.97,52099,2016-05-09 23:30:29,22
Apayao,64867,75.97,52099,2016-05-09 23:31:54,22
Apayao,64867,75.97,52099,2016-05-09 23:48:02,22
Apayao,64867,75.97,52099,2016-05-10 00:12:35,22
Apayao,64867,75.97,52099,2016-05-10 00:29:16,22
Apayao,64867,77.92,52099,2016-05-10 00:49:34,22
Apayao,64867,78.57,52099,2016-05-10 01:08:56,22
Apayao,64867,78.57,52099,2016-05-10 01:28:58,22
Apayao,64867,78.57,52099,2016-05-10 01:48:25,22
Apayao,64867,78.57,52099,2016-05-10 02:08:55,22
Apayao,64867,78.57,52099,2016-05-10 02:28:26,22
Apayao,64867,78.57,52099,2016-05-10 02:48:22,22
Apayao,64867,79.22,52099,2016-05-10 03:08:18,22
Apayao,64867,79.22,52099,2016-05-10 03:29:34,22
Apayao,64867,79.22,52099,2016-05-10 03:48:15,22
Apayao,64867,79.22,52099,2016-05-10 04:09:01,22
Apayao,64867,80.52,52099,2016-05-10 04:28:38,22
Apayao,64867,80.52,52099,2016-05-10 04:48:45,22
Apayao,64867,80.52,52099,2016-05-10 05:08:52,22
Apayao,64867,80.52,52099,2016-05-10 05:39:52,22
Apayao,64867,80.52,52099,2016-05-10 06:08:16,22
Apayao,64867,80.52,52099,2016-05-10 06:40:30,22
Apayao,64867,81.17,52099,2016-05-10 07:08:38,22
Apayao,64867,81.17,52099,2016-05-10 07:38:11,22
Apayao,64867,81.17,52099,2016-05-10 08:17:46,22
Apayao,64867,81.82,52099,2016-05-10 08:39:14,22
Apayao,64867,81.82,52099,2016-05-10 09:08:37,22
Apayao,64867,83.77,52099,2016-05-10 09:38:09,22
Apayao,64867,83.77,52099,2016-05-10 10:08:39,22
Apayao,64867,83.77,52099,2016-05-10 10:39:15,22
Apayao,64867,84.42,52099,2016-05-10 11:08:48,22
Apayao,64867,84.42,52099,2016-05-10 11:40:55,22
Apayao,64867,84.42,52099,2016-05-10 12:09:02,22
Apayao,64867,84.42,52099,2016-05-10 12:41:15,22
Apayao,64867,92.21,52099,2016-05-10 13:08:52,22
Apayao,64867,92.86,52099,2016-05-10 13:38:35,22
Apayao,64867,94.16,52099,2016-05-10 14:08:42,22
Apayao,64867,94.16,52099,2016-05-10 14:38:54,22
Apayao,64867,94.16,52099,2016-05-10 15:10:30,22
Apayao,64867,94.81,52099,2016-05-10 15:39:57,22
Apayao,64867,94.81,52099,2016-05-10 16:11:34,22
Apayao,64867,94.81,52099,2016-05-10 16:40:10,22
Apayao,64867,94.81,52099,2016-05-10 17:32:55,22
Apayao,64867,95.45,52099,2016-05-10 17:51:46,22
Apayao,64867,96.10,52099,2016-05-10 18:55:36,22
Apayao,64867,96.10,52099,2016-05-10 19:55:10,22
Apayao,64867,96.10,52099,2016-05-10 20:57:19,22
Apayao,64867,96.10,52099,2016-05-10 21:56:53,22
Apayao,64867,96.10,52099,2016-05-10 22:55:49,22
Apayao,64867,96.10,52099,2016-05-10 23:55:58,22
Apayao,64867,96.75,52099,2016-05-11 01:13:50,22
Apayao,64867,96.75,52099,2016-05-11 01:58:47,22
Apayao,64867,96.75,52099,2016-05-11 02:56:56,22
Apayao,64867,96.75,52099,2016-05-11 03:55:31,22
Apayao,64867,96.75,52099,2016-05-11 04:55:25,22
Apayao,64867,96.75,52099,2016-05-11 05:54:43,22
Apayao,64867,96.75,52099,2016-05-11 06:54:47,22
Apayao,64867,96.75,52099,2016-05-11 07:54:32,22
Apayao,64867,96.75,52099,2016-05-11 08:56:00,22
Apayao,64867,96.75,52099,2016-05-11 09:58:14,22
Apayao,64867,96.75,52099,2016-05-11 10:57:28,22
Apayao,64867,96.75,52099,2016-05-11 11:57:02,22
Apayao,64867,96.75,52099,2016-05-11 12:57:31,22
Apayao,64867,96.75,52099,2016-05-11 14:00:41,22
Apayao,64867,96.75,52099,2016-05-11 14:55:20,22
Apayao,64867,96.75,52099,2016-05-11 15:58:40,22
Apayao,64867,96.75,52099,2016-05-11 16:55:15,22
Apayao,64867,96.75,52099,2016-05-11 17:56:34,22
Apayao,64867,96.75,52099,2016-05-11 18:55:54,22
Apayao,64867,96.75,52099,2016-05-11 20:00:25,22
Apayao,64867,96.75,52099,2016-05-11 20:56:14,22
Apayao,64867,96.75,52099,2016-05-11 21:57:43,22
Apayao,64867,96.75,52099,2016-05-11 22:55:37,22
Apayao,64867,96.75,52099,2016-05-11 23:55:36,22
Apayao,64867,96.75,52099,2016-05-12 00:56:01,22
Apayao,64867,96.75,52099,2016-05-12 01:58:21,22
Apayao,64867,96.75,52099,2016-05-12 02:56:36,22
Apayao,64867,96.75,52099,2016-05-12 03:55:05,22
Apayao,64867,96.75,52099,2016-05-12 05:00:30,22
Apayao,64867,96.75,52099,2016-05-12 05:55:04,22
Apayao,64867,96.75,52099,2016-05-12 06:55:53,22
Apayao,64867,96.75,52099,2016-05-12 07:57:09,22
Apayao,64867,96.75,52099,2016-05-12 08:54:44,22
Apayao,64867,96.75,52099,2016-05-12 09:56:38,22
Apayao,64867,96.75,52099,2016-05-12 10:56:22,22
Apayao,64867,96.75,52099,2016-05-12 11:59:12,22
Apayao,64867,96.75,52099,2016-05-12 13:03:36,22
Apayao,64867,96.75,52099,2016-05-12 13:58:36,22
Apayao,64867,96.75,52099,2016-05-12 14:55:25,22
Apayao,64867,96.75,52099,2016-05-12 15:58:14,22
Apayao,64867,96.75,52099,2016-05-12 16:56:28,22
Apayao,64867,96.75,52099,2016-05-12 17:55:22,22
Apayao,64867,96.75,52099,2016-05-12 18:56:07,22
Apayao,64867,96.75,52099,2016-05-12 20:02:47,22
Apayao,64867,96.75,52099,2016-05-12 21:34:29,22
Apayao,64867,96.75,52099,2016-05-12 21:55:20,22
Apayao,64867,96.75,52099,2016-05-12 22:58:31,22
Apayao,64867,96.75,52099,2016-05-12 23:55:51,22
Apayao,64867,96.75,52099,2016-05-13 00:55:36,22
Apayao,64867,96.75,52099,2016-05-13 01:56:01,22
Apayao,64867,96.75,52099,2016-05-13 02:54:40,22
Apayao,64867,96.75,52099,2016-05-13 03:55:15,22
Apayao,64867,96.75,52099,2016-05-13 04:55:06,22
Apayao,64867,96.75,52099,2016-05-13 05:55:20,22
Apayao,64867,96.75,52099,2016-05-13 06:55:46,22
Apayao,64867,96.75,52099,2016-05-13 07:55:31,22
Apayao,64867,96.75,52099,2016-05-13 08:55:56,22
Apayao,64867,96.75,52099,2016-05-13 09:56:26,22
Apayao,64867,96.75,52099,2016-05-13 10:54:20,22
Apayao,64867,96.75,52099,2016-05-13 11:55:14,22
Apayao,64867,96.75,52099,2016-05-13 12:55:04,22
Apayao,64867,96.75,52099,2016-05-13 13:55:39,22
Apayao,64867,96.75,52099,2016-05-13 14:56:33,22
Apayao,64867,96.75,52099,2016-05-13 15:54:17,22
Apayao,64867,96.75,52099,2016-05-13 16:55:44,22
Apayao,64867,96.75,52099,2016-05-13 17:57:22,22
Apayao,64867,96.75,52099,2016-05-13 18:57:21,22
Apayao,64867,96.75,52099,2016-05-13 19:57:14,22
Apayao,64867,96.75,52099,2016-05-13 20:55:27,22
Apayao,64867,96.75,52099,2016-05-13 21:55:11,22
Apayao,64867,96.75,52099,2016-05-13 22:56:24,22
Apayao,64867,96.75,52099,2016-05-13 23:55:38,22
Apayao,64867,96.75,52099,2016-05-14 00:56:01,22
Apayao,64867,96.75,52099,2016-05-14 01:55:56,22
Apayao,64867,96.75,52099,2016-05-14 05:38:21,22
Apayao,64867,96.75,52099,2016-05-14 05:54:39,22
Apayao,64867,96.75,52099,2016-05-14 06:55:06,22
Apayao,64867,96.75,52099,2016-05-14 07:55:27,22
Apayao,64867,96.75,52099,2016-05-14 08:55:28,22
Apayao,64867,96.75,52099,2016-05-14 09:55:18,22
Apayao,64867,96.75,52099,2016-05-14 10:54:24,22
Apayao,64867,96.75,52099,2016-05-14 11:55:20,22
Benguet,352291,0.28,285486,2016-05-09 17:15:06,23
Benguet,352291,0.28,285486,2016-05-09 18:45:47,23
Benguet,352291,1.13,285486,2016-05-09 18:46:30,23
Benguet,352291,1.42,285486,2016-05-09 18:47:11,23
Benguet,352291,3.82,285486,2016-05-09 18:47:38,23
Benguet,352291,10.20,285486,2016-05-09 18:48:07,23
Benguet,352291,11.90,285486,2016-05-09 18:48:28,23
Benguet,352291,12.04,285486,2016-05-09 18:48:54,23
Benguet,352291,12.61,285486,2016-05-09 18:49:15,23
Benguet,352291,14.45,285486,2016-05-09 18:49:41,23
Benguet,352291,33.71,285486,2016-05-09 18:50:18,23
Benguet,352291,42.49,285486,2016-05-09 18:55:40,23
Benguet,352291,47.17,285486,2016-05-09 19:06:04,23
Benguet,352291,52.41,285486,2016-05-09 19:16:14,23
Benguet,352291,56.94,285486,2016-05-09 19:38:16,23
Benguet,352291,60.06,285486,2016-05-09 19:46:26,23
Benguet,352291,62.61,285486,2016-05-09 19:48:51,23
Benguet,352291,66.15,285486,2016-05-09 19:56:38,23
Benguet,352291,69.97,285486,2016-05-09 20:08:56,23
Benguet,352291,71.53,285486,2016-05-09 20:17:13,23
Benguet,352291,72.52,285486,2016-05-09 20:27:07,23
Benguet,352291,73.23,285486,2016-05-09 20:40:45,23
Benguet,352291,73.94,285486,2016-05-09 20:47:44,23
Benguet,352291,74.22,285486,2016-05-09 20:59:07,23
Benguet,352291,74.36,285486,2016-05-09 21:07:39,23
Benguet,352291,74.79,285486,2016-05-09 21:17:50,23
Benguet,352291,74.93,285486,2016-05-09 21:27:52,23
Benguet,352291,75.50,285486,2016-05-09 21:37:55,23
Benguet,352291,75.50,285486,2016-05-09 21:48:38,23
Benguet,352291,75.78,285486,2016-05-09 21:58:53,23
Benguet,352291,75.78,285486,2016-05-09 22:08:50,23
Benguet,352291,77.48,285486,2016-05-09 22:20:40,23
Benguet,352291,79.32,285486,2016-05-09 22:28:46,23
Benguet,352291,80.45,285486,2016-05-09 22:38:04,23
Benguet,352291,80.88,285486,2016-05-09 22:48:30,23
Benguet,352291,83.00,285486,2016-05-09 23:09:12,23
Benguet,352291,83.00,285486,2016-05-09 23:30:29,23
Benguet,352291,84.84,285486,2016-05-09 23:31:54,23
Benguet,352291,85.84,285486,2016-05-09 23:48:02,23
Benguet,352291,86.83,285486,2016-05-10 00:12:35,23
Benguet,352291,86.97,285486,2016-05-10 00:29:16,23
Benguet,352291,87.39,285486,2016-05-10 00:49:34,23
Benguet,352291,87.68,285486,2016-05-10 01:08:56,23
Benguet,352291,88.10,285486,2016-05-10 01:28:58,23
Benguet,352291,88.53,285486,2016-05-10 01:48:25,23
Benguet,352291,88.81,285486,2016-05-10 02:08:55,23
Benguet,352291,89.09,285486,2016-05-10 02:28:26,23
Benguet,352291,89.09,285486,2016-05-10 02:48:22,23
Benguet,352291,89.09,285486,2016-05-10 03:08:18,23
Benguet,352291,89.09,285486,2016-05-10 03:29:34,23
Benguet,352291,89.09,285486,2016-05-10 03:48:15,23
Benguet,352291,89.09,285486,2016-05-10 04:09:01,23
Benguet,352291,89.09,285486,2016-05-10 04:28:38,23
Benguet,352291,89.09,285486,2016-05-10 04:48:45,23
Benguet,352291,89.09,285486,2016-05-10 05:08:52,23
Benguet,352291,89.09,285486,2016-05-10 05:39:52,23
Benguet,352291,89.09,285486,2016-05-10 06:08:16,23
Benguet,352291,89.09,285486,2016-05-10 06:40:30,23
Benguet,352291,89.24,285486,2016-05-10 07:08:38,23
Benguet,352291,89.24,285486,2016-05-10 07:38:11,23
Benguet,352291,89.66,285486,2016-05-10 08:17:46,23
Benguet,352291,89.66,285486,2016-05-10 08:39:14,23
Benguet,352291,89.66,285486,2016-05-10 09:08:37,23
Benguet,352291,89.94,285486,2016-05-10 09:38:09,23
Benguet,352291,90.08,285486,2016-05-10 10:08:39,23
Benguet,352291,90.37,285486,2016-05-10 10:39:15,23
Benguet,352291,90.51,285486,2016-05-10 11:08:48,23
Benguet,352291,90.51,285486,2016-05-10 11:40:55,23
Benguet,352291,90.65,285486,2016-05-10 12:09:02,23
Benguet,352291,90.79,285486,2016-05-10 12:41:15,23
Benguet,352291,90.79,285486,2016-05-10 13:08:52,23
Benguet,352291,91.22,285486,2016-05-10 13:38:35,23
Benguet,352291,91.78,285486,2016-05-10 14:08:42,23
Benguet,352291,92.21,285486,2016-05-10 14:38:54,23
Benguet,352291,92.49,285486,2016-05-10 15:10:30,23
Benguet,352291,92.78,285486,2016-05-10 15:39:57,23
Benguet,352291,93.34,285486,2016-05-10 16:11:34,23
Benguet,352291,93.48,285486,2016-05-10 16:40:10,23
Benguet,352291,93.48,285486,2016-05-10 17:32:55,23
Benguet,352291,94.76,285486,2016-05-10 17:51:46,23
Benguet,352291,95.18,285486,2016-05-10 18:55:36,23
Benguet,352291,95.33,285486,2016-05-10 19:55:10,23
Benguet,352291,96.03,285486,2016-05-10 20:57:19,23
Benguet,352291,96.60,285486,2016-05-10 21:56:53,23
Benguet,352291,96.60,285486,2016-05-10 22:55:49,23
Benguet,352291,97.31,285486,2016-05-10 23:55:58,23
Benguet,352291,97.59,285486,2016-05-11 01:13:50,23
Benguet,352291,97.59,285486,2016-05-11 01:58:47,23
Benguet,352291,98.02,285486,2016-05-11 02:56:56,23
Benguet,352291,98.30,285486,2016-05-11 03:55:31,23
Benguet,352291,99.01,285486,2016-05-11 04:55:25,23
Benguet,352291,99.01,285486,2016-05-11 05:54:43,23
Benguet,352291,99.01,285486,2016-05-11 06:54:47,23
Benguet,352291,99.01,285486,2016-05-11 07:54:32,23
Benguet,352291,99.01,285486,2016-05-11 08:56:00,23
Benguet,352291,99.01,285486,2016-05-11 09:58:14,23
Benguet,352291,99.01,285486,2016-05-11 10:57:28,23
Benguet,352291,99.01,285486,2016-05-11 11:57:02,23
Benguet,352291,99.01,285486,2016-05-11 12:57:31,23
Benguet,352291,99.01,285486,2016-05-11 14:00:41,23
Benguet,352291,99.01,285486,2016-05-11 14:55:20,23
Benguet,352291,99.01,285486,2016-05-11 15:58:40,23
Benguet,352291,99.01,285486,2016-05-11 16:55:15,23
Benguet,352291,99.01,285486,2016-05-11 17:56:34,23
Benguet,352291,99.01,285486,2016-05-11 18:55:54,23
Benguet,352291,99.01,285486,2016-05-11 20:00:25,23
Benguet,352291,99.01,285486,2016-05-11 20:56:14,23
Benguet,352291,99.01,285486,2016-05-11 21:57:43,23
Benguet,352291,99.01,285486,2016-05-11 22:55:37,23
Benguet,352291,99.01,285486,2016-05-11 23:55:36,23
Benguet,352291,99.01,285486,2016-05-12 00:56:01,23
Benguet,352291,99.01,285486,2016-05-12 01:58:21,23
Benguet,352291,99.01,285486,2016-05-12 02:56:36,23
Benguet,352291,99.01,285486,2016-05-12 03:55:05,23
Benguet,352291,99.01,285486,2016-05-12 05:00:30,23
Benguet,352291,99.01,285486,2016-05-12 05:55:04,23
Benguet,352291,99.01,285486,2016-05-12 06:55:53,23
Benguet,352291,99.01,285486,2016-05-12 07:57:09,23
Benguet,352291,99.01,285486,2016-05-12 08:54:44,23
Benguet,352291,99.01,285486,2016-05-12 09:56:38,23
Benguet,352291,99.01,285486,2016-05-12 10:56:22,23
Benguet,352291,99.01,285486,2016-05-12 11:59:12,23
Benguet,352291,99.01,285486,2016-05-12 13:03:36,23
Benguet,352291,99.01,285486,2016-05-12 13:58:36,23
Benguet,352291,99.01,285486,2016-05-12 14:55:25,23
Benguet,352291,99.01,285486,2016-05-12 15:58:14,23
Benguet,352291,99.01,285486,2016-05-12 16:56:28,23
Benguet,352291,99.01,285486,2016-05-12 17:55:22,23
Benguet,352291,99.01,285486,2016-05-12 18:56:07,23
Benguet,352291,99.01,285486,2016-05-12 20:02:47,23
Benguet,352291,99.01,285486,2016-05-12 21:34:29,23
Benguet,352291,99.01,285486,2016-05-12 21:55:20,23
Benguet,352291,99.01,285486,2016-05-12 22:58:31,23
Benguet,352291,99.01,285486,2016-05-12 23:55:51,23
Benguet,352291,99.01,285486,2016-05-13 00:55:36,23
